Experiment 🧪,Model 🤗,Prefill (s),Per Token (s),Decode (tokens/s),Energy (tokens/kWh),Memory (MB),Backend 🏭,Precision 📥,Quantization 🗜️,Attention 👁️,Kernel ⚛️,Architecture 🏛️,End-to-End (s),Open LLM Score (%),Params (B)
4bit-awq-gemm-fa2,facebook/opt-2.7b,0.238,0.2211778564453125,4.517,64773.154,2031.972,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,OPTForCausalLM,14.18,36.74,2
4bit-gptq-exllama-v1-eager,facebook/opt-2.7b,0.136,0.1186785278320312,8.421,118510.853,1932.15,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,OPTForCausalLM,7.617,36.74,2
4bit-gptq-exllama-v2-eager,facebook/opt-2.7b,0.136,0.1186570205688476,8.425,118293.277,1932.15,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,OPTForCausalLM,7.613,36.74,2
4bit-gptq-exllama-v1-fa2,facebook/opt-2.7b,0.129,0.112901123046875,8.856,120029.761,1932.19,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,OPTForCausalLM,7.242,36.74,2
4bit-gptq-exllama-v2-fa2,facebook/opt-2.7b,0.128,0.1128151016235351,8.863,119983.676,1932.19,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,OPTForCausalLM,7.237,36.74,2
8bit-bnb-eager,facebook/opt-2.7b,0.093,0.0912035827636718,11.054,289942.643,3079.772,pytorch,float16,BnB.8bit,Eager,No Kernel,OPTForCausalLM,5.787,36.74,2
8bit-bnb-fa2,facebook/opt-2.7b,0.083,0.0829265899658203,11.965,306510.874,3080.719,pytorch,float16,BnB.8bit,FAv2,No Kernel,OPTForCausalLM,5.354,36.74,2
4bit-bnb-eager,facebook/opt-2.7b,0.131,0.0528496627807617,18.63,458390.418,1840.677,pytorch,float16,BnB.4bit,Eager,No Kernel,OPTForCausalLM,3.497,36.74,2
4bit-bnb-fa2,facebook/opt-2.7b,0.121,0.0488026542663574,20.321,493095.582,1840.546,pytorch,float16,BnB.4bit,FAv2,No Kernel,OPTForCausalLM,3.225,36.74,2
float32-eager,facebook/opt-2.7b,0.086,0.0278855686187744,35.859,568755.25,11168.211,pytorch,float32,Unquantized,Eager,No Kernel,OPTForCausalLM,1.843,36.74,2
float16-eager,facebook/opt-2.7b,0.034,0.0189890556335449,52.796,861991.783,5540.556,pytorch,float16,Unquantized,Eager,No Kernel,OPTForCausalLM,1.229,36.74,2
bfloat16-eager,facebook/opt-2.7b,0.031,0.0186583042144775,53.588,893881.024,5540.556,pytorch,bfloat16,Unquantized,Eager,No Kernel,OPTForCausalLM,1.207,36.74,2
bfloat16-fa2,facebook/opt-2.7b,0.026,0.0146431999206542,68.132,1014931.129,5540.548,pytorch,bfloat16,Unquantized,FAv2,No Kernel,OPTForCausalLM,0.952,36.74,2
float16-fa2,facebook/opt-2.7b,0.029,0.0146119842529296,68.281,1001600.174,5540.548,pytorch,float16,Unquantized,FAv2,No Kernel,OPTForCausalLM,0.95,36.74,2
4bit-awq-gemm-eager,facebook/xglm-7.5B,0.576,0.5347440795898437,1.87,26069.927,6478.658,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,XGLMForCausalLM,34.266,36.38,7
4bit-gptq-exllama-v1-eager,facebook/xglm-7.5B,0.324,0.2842603454589844,3.517,46188.637,6214.527,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,XGLMForCausalLM,18.234,36.38,7
4bit-gptq-exllama-v2-eager,facebook/xglm-7.5B,0.324,0.2841733093261718,3.518,46364.925,6214.527,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,XGLMForCausalLM,18.228,36.38,7
8bit-bnb-eager,facebook/xglm-7.5B,0.098,0.0950323181152343,10.579,244903.36,8975.257,pytorch,float16,BnB.8bit,Eager,No Kernel,XGLMForCausalLM,6.059,36.38,7
4bit-bnb-eager,facebook/xglm-7.5B,0.338,0.055826431274414,17.783,356370.364,6018.104,pytorch,float16,BnB.4bit,Eager,No Kernel,XGLMForCausalLM,3.875,36.38,7
float16-eager,facebook/xglm-7.5B,0.097,0.0383846397399902,26.022,368218.669,15412.54,pytorch,float16,Unquantized,Eager,No Kernel,XGLMForCausalLM,2.52,36.38,7
bfloat16-eager,facebook/xglm-7.5B,0.079,0.0378583030700683,26.387,377732.574,15412.54,pytorch,bfloat16,Unquantized,Eager,No Kernel,XGLMForCausalLM,2.466,36.38,7
4bit-awq-gemm-eager,EleutherAI/gpt-neo-2.7B,0.25,0.22824755859375,4.379,62189.103,2180.685,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoForCausalLM,14.633,36.2,2
4bit-awq-gemm-fa2,EleutherAI/gpt-neo-2.7B,0.243,0.2216806335449218,4.509,62918.85,2180.684,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoForCausalLM,14.214,36.2,2
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-neo-2.7B,0.143,0.1207214050292968,8.278,116107.971,2079.903,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoForCausalLM,7.753,36.2,2
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-neo-2.7B,0.143,0.1207101440429687,8.28,115938.587,2079.903,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoForCausalLM,7.751,36.2,2
4bit-gptq-exllama-v1-fa2,EleutherAI/gpt-neo-2.7B,0.134,0.1136629791259765,8.795,120208.584,2079.897,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoForCausalLM,7.297,36.2,2
4bit-gptq-exllama-v2-fa2,EleutherAI/gpt-neo-2.7B,0.134,0.1136824340820312,8.795,120030.998,2079.897,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoForCausalLM,7.297,36.2,2
8bit-bnb-eager,EleutherAI/gpt-neo-2.7B,0.097,0.0961198043823242,10.501,275822.919,3216.625,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoForCausalLM,6.119,36.2,2
8bit-bnb-fa2,EleutherAI/gpt-neo-2.7B,0.089,0.0884674530029296,11.252,285980.317,3211.978,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoForCausalLM,5.68,36.2,2
4bit-bnb-eager,EleutherAI/gpt-neo-2.7B,0.139,0.0562667503356933,17.72,425064.75,1986.218,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoForCausalLM,3.695,36.2,2
4bit-bnb-fa2,EleutherAI/gpt-neo-2.7B,0.127,0.0522803192138671,19.178,467598.152,1986.087,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoForCausalLM,3.407,36.2,2
float32-eager,EleutherAI/gpt-neo-2.7B,0.096,0.0293140487670898,34.165,531156.68,11304.033,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.94,36.2,2
float16-eager,EleutherAI/gpt-neo-2.7B,0.042,0.0239861755371093,41.802,715252.045,5677.722,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.555,36.2,2
bfloat16-eager,EleutherAI/gpt-neo-2.7B,0.039,0.0227378559112548,43.513,746095.402,5677.722,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.482,36.2,2
bfloat16-fa2,EleutherAI/gpt-neo-2.7B,0.032,0.0192061443328857,52.678,849401.127,5675.077,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,1.236,36.2,2
float16-fa2,EleutherAI/gpt-neo-2.7B,0.035,0.0183009281158447,53.948,839659.821,5675.077,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,1.201,36.2,2
4bit-awq-gemm-eager,microsoft/rho-math-1b-v0.1,0.128,0.1215150070190429,8.205,138736.199,932.764,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,LlamaForCausalLM,7.807,34.99,1
4bit-awq-gemm-sdpa,microsoft/rho-math-1b-v0.1,0.125,0.119236572265625,8.373,136796.488,931.977,pytorch,float16,AWQ.4bit,SDPA,AWQ.GEMM,LlamaForCausalLM,7.642,34.99,1
4bit-awq-gemm-fa2,microsoft/rho-math-1b-v0.1,0.124,0.1179514846801757,8.464,137819.65,931.977,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,LlamaForCausalLM,7.566,34.99,1
8bit-bnb-sdpa,microsoft/rho-math-1b-v0.1,0.081,0.0818411483764648,12.326,332801.701,1380.795,pytorch,float16,BnB.8bit,SDPA,No Kernel,LlamaForCausalLM,5.219,34.99,1
8bit-bnb-eager,microsoft/rho-math-1b-v0.1,0.081,0.0795719680786132,12.531,336319.642,1379.746,pytorch,float16,BnB.8bit,Eager,No Kernel,LlamaForCausalLM,5.105,34.99,1
8bit-bnb-fa2,microsoft/rho-math-1b-v0.1,0.078,0.078178237915039,12.707,343273.762,1380.795,pytorch,float16,BnB.8bit,FAv2,No Kernel,LlamaForCausalLM,5.022,34.99,1
4bit-gptq-exllama-v2-eager,microsoft/rho-math-1b-v0.1,0.06,0.0529480018615722,19.117,293423.305,888.374,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,LlamaForCausalLM,3.372,34.99,1
4bit-gptq-exllama-v1-eager,microsoft/rho-math-1b-v0.1,0.06,0.0523171844482421,19.333,293626.546,888.374,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,LlamaForCausalLM,3.317,34.99,1
4bit-gptq-exllama-v2-sdpa,microsoft/rho-math-1b-v0.1,0.058,0.0509900817871093,19.737,295532.491,888.373,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV2,LlamaForCausalLM,3.256,34.99,1
4bit-gptq-exllama-v2-fa2,microsoft/rho-math-1b-v0.1,0.058,0.0500971527099609,20.036,296517.232,888.373,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,LlamaForCausalLM,3.209,34.99,1
4bit-gptq-exllama-v1-sdpa,microsoft/rho-math-1b-v0.1,0.058,0.0494008331298828,20.138,296762.222,888.373,pytorch,float16,GPTQ.4bit,SDPA,GPTQ.ExllamaV1,LlamaForCausalLM,3.187,34.99,1
4bit-gptq-exllama-v1-fa2,microsoft/rho-math-1b-v0.1,0.058,0.049097728729248,20.327,299497.938,888.373,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,LlamaForCausalLM,3.156,34.99,1
4bit-bnb-eager,microsoft/rho-math-1b-v0.1,0.063,0.0492062721252441,20.538,545740.813,879.804,pytorch,float16,BnB.4bit,Eager,No Kernel,LlamaForCausalLM,3.133,34.99,1
4bit-bnb-sdpa,microsoft/rho-math-1b-v0.1,0.061,0.0473425903320312,21.263,553868.017,879.673,pytorch,float16,BnB.4bit,SDPA,No Kernel,LlamaForCausalLM,3.041,34.99,1
4bit-bnb-fa2,microsoft/rho-math-1b-v0.1,0.057,0.0442060813903808,22.427,588577.076,879.673,pytorch,float16,BnB.4bit,FAv2,No Kernel,LlamaForCausalLM,2.847,34.99,1
bfloat16-eager,microsoft/rho-math-1b-v0.1,0.027,0.0250111999511718,40.12,946092.228,2279.027,pytorch,bfloat16,Unquantized,Eager,No Kernel,LlamaForCausalLM,1.598,34.99,1
float16-eager,microsoft/rho-math-1b-v0.1,0.027,0.0248268795013427,40.434,943839.055,2279.42,pytorch,float16,Unquantized,Eager,No Kernel,LlamaForCausalLM,1.584,34.99,1
bfloat16-sdpa,microsoft/rho-math-1b-v0.1,0.024,0.0234762248992919,42.838,998317.738,2279.42,pytorch,bfloat16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,1.504,34.99,1
float16-sdpa,microsoft/rho-math-1b-v0.1,0.024,0.0231065597534179,43.26,990630.307,2279.42,pytorch,float16,Unquantized,SDPA,No Kernel,LlamaForCausalLM,1.482,34.99,1
float16-fa2,microsoft/rho-math-1b-v0.1,0.023,0.0228904953002929,43.866,1008207.607,2279.42,pytorch,float16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,1.464,34.99,1
bfloat16-fa2,microsoft/rho-math-1b-v0.1,0.023,0.0227071990966796,44.307,1011307.444,2279.42,pytorch,bfloat16,Unquantized,FAv2,No Kernel,LlamaForCausalLM,1.454,34.99,1
float32-eager,microsoft/rho-math-1b-v0.1,0.042,0.0221726722717285,45.35,881849.009,4492.921,pytorch,float32,Unquantized,Eager,No Kernel,LlamaForCausalLM,1.434,34.99,1
float32-sdpa,microsoft/rho-math-1b-v0.1,0.04,0.0210083847045898,47.883,915299.96,4492.869,pytorch,float32,Unquantized,SDPA,No Kernel,LlamaForCausalLM,1.358,34.99,1
4bit-awq-gemm-eager,EleutherAI/pythia-1.4b,0.126,0.1156526107788085,8.641,124726.022,1560.976,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,7.417,34.75,1
4bit-awq-gemm-fa2,EleutherAI/pythia-1.4b,0.121,0.111351806640625,8.966,128122.127,1560.975,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,7.142,34.75,1
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-1.4b,0.072,0.0627936630249023,15.908,224464.259,1491.577,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,4.031,34.75,1
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-1.4b,0.072,0.0626636810302734,15.932,225404.981,1491.577,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,4.024,34.75,1
8bit-bnb-eager,EleutherAI/pythia-1.4b,0.059,0.0578385925292968,17.349,464523.644,2001.966,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,3.702,34.75,1
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-1.4b,0.066,0.0571187210083007,17.497,237928.994,1491.576,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,3.666,34.75,1
4bit-gptq-exllama-v2-fa2,EleutherAI/pythia-1.4b,0.066,0.0570511360168457,17.521,238268.528,1491.576,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,3.662,34.75,1
8bit-bnb-fa2,EleutherAI/pythia-1.4b,0.054,0.0534446067810058,18.601,486349.006,2002.973,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,3.44,34.75,1
4bit-bnb-eager,EleutherAI/pythia-1.4b,0.074,0.0378931198120117,26.237,655545.145,1406.95,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,2.469,34.75,1
4bit-bnb-fa2,EleutherAI/pythia-1.4b,0.064,0.0359444465637207,27.831,711623.984,1406.95,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,2.343,34.75,1
bfloat16-eager,EleutherAI/pythia-1.4b,0.024,0.0199690246582031,50.158,1023718.007,3188.153,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.281,34.75,1
float16-eager,EleutherAI/pythia-1.4b,0.027,0.01966796875,50.251,1011040.196,3188.153,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.269,34.75,1
float32-eager,EleutherAI/pythia-1.4b,0.048,0.0191754245758056,52.486,898103.351,6138.652,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,1.25,34.75,1
bfloat16-fa2,EleutherAI/pythia-1.4b,0.019,0.0171161594390869,57.604,1104094.948,3189.192,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.113,34.75,1
float16-fa2,EleutherAI/pythia-1.4b,0.023,0.017339391708374,57.901,1129710.637,3189.192,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,1.11,34.75,1
4bit-awq-gemm-eager,EleutherAI/pythia-1.3b,0.126,0.1154560012817382,8.654,125166.028,1560.976,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,Unknown,7.405,34.46,1
4bit-awq-gemm-fa2,EleutherAI/pythia-1.3b,0.121,0.1112668151855468,8.981,127499.25,1560.975,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,Unknown,7.134,34.46,1
4bit-gptq-exllama-v2-eager,EleutherAI/pythia-1.3b,0.072,0.0627783699035644,15.909,222746.334,1491.577,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,Unknown,4.031,34.46,1
4bit-gptq-exllama-v1-eager,EleutherAI/pythia-1.3b,0.072,0.0627077102661132,15.932,222499.151,1491.577,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,Unknown,4.026,34.46,1
4bit-gptq-exllama-v2-fa2,EleutherAI/pythia-1.3b,0.066,0.0570910720825195,17.508,237542.963,1491.576,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,Unknown,3.664,34.46,1
4bit-gptq-exllama-v1-fa2,EleutherAI/pythia-1.3b,0.066,0.0570920944213867,17.509,237787.722,1491.576,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,Unknown,3.664,34.46,1
8bit-bnb-eager,EleutherAI/pythia-1.3b,0.057,0.0559688644409179,17.747,471041.644,2001.966,pytorch,float16,BnB.8bit,Eager,No Kernel,Unknown,3.596,34.46,1
8bit-bnb-fa2,EleutherAI/pythia-1.3b,0.054,0.0532162551879882,18.632,490606.351,2002.973,pytorch,float16,BnB.8bit,FAv2,No Kernel,Unknown,3.429,34.46,1
4bit-bnb-eager,EleutherAI/pythia-1.3b,0.074,0.0390737915039062,25.843,663071.991,1406.95,pytorch,float16,BnB.4bit,Eager,No Kernel,Unknown,2.519,34.46,1
4bit-bnb-fa2,EleutherAI/pythia-1.3b,0.064,0.0363386878967285,27.827,704871.442,1406.95,pytorch,float16,BnB.4bit,FAv2,No Kernel,Unknown,2.336,34.46,1
bfloat16-eager,EleutherAI/pythia-1.3b,0.024,0.0200990715026855,50.122,1037047.718,3188.153,pytorch,bfloat16,Unquantized,Eager,No Kernel,Unknown,1.281,34.46,1
float16-eager,EleutherAI/pythia-1.3b,0.027,0.0196003837585449,50.696,1010714.967,3188.153,pytorch,float16,Unquantized,Eager,No Kernel,Unknown,1.269,34.46,1
float32-eager,EleutherAI/pythia-1.3b,0.047,0.0188159999847412,53.414,900267.788,6138.652,pytorch,float32,Unquantized,Eager,No Kernel,Unknown,1.227,34.46,1
bfloat16-fa2,EleutherAI/pythia-1.3b,0.019,0.0176660480499267,57.125,1112909.584,3189.192,pytorch,bfloat16,Unquantized,FAv2,No Kernel,Unknown,1.128,34.46,1
float16-fa2,EleutherAI/pythia-1.3b,0.023,0.0174960632324218,57.762,1141934.188,3189.192,pytorch,float16,Unquantized,FAv2,No Kernel,Unknown,1.113,34.46,1
4bit-awq-gemm-eager,stabilityai/stablelm-base-alpha-7b,0.61,0.570292236328125,1.753,22631.937,7094.067,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,36.539,34.37,7
4bit-awq-gemm-fa2,stabilityai/stablelm-base-alpha-7b,0.604,0.567605224609375,1.762,22602.098,7094.078,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,36.364,34.37,7
4bit-gptq-exllama-v1-eager,stabilityai/stablelm-base-alpha-7b,0.346,0.3076741027832031,3.25,42702.796,6493.003,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,19.73,34.37,7
4bit-gptq-exllama-v2-eager,stabilityai/stablelm-base-alpha-7b,0.346,0.3076741027832031,3.25,42773.767,6493.003,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoXForCausalLM,19.73,34.37,7
4bit-gptq-exllama-v1-fa2,stabilityai/stablelm-base-alpha-7b,0.34,0.3045693359375,3.283,42878.824,6492.978,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoXForCausalLM,19.529,34.37,7
4bit-gptq-exllama-v2-fa2,stabilityai/stablelm-base-alpha-7b,0.34,0.3045498962402344,3.283,41208.121,6492.978,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoXForCausalLM,19.527,34.37,7
8bit-bnb-eager,stabilityai/stablelm-base-alpha-7b,0.067,0.0404991989135742,24.879,506708.999,9218.663,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoXForCausalLM,2.602,34.37,7
bfloat16-eager,stabilityai/stablelm-base-alpha-7b,0.073,0.0374036483764648,26.725,363536.139,16464.788,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,2.431,34.37,7
float16-eager,stabilityai/stablelm-base-alpha-7b,0.082,0.0373391685485839,26.766,356592.06,16464.788,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoXForCausalLM,2.435,34.37,7
8bit-bnb-fa2,stabilityai/stablelm-base-alpha-7b,0.058,0.037184513092041,26.814,520226.646,9222.59,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoXForCausalLM,2.405,34.37,7
bfloat16-fa2,stabilityai/stablelm-base-alpha-7b,0.068,0.0354949111938476,28.156,374075.949,16467.883,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,2.304,34.37,7
float16-fa2,stabilityai/stablelm-base-alpha-7b,0.076,0.0354488334655761,28.194,368684.967,16467.883,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoXForCausalLM,2.31,34.37,7
4bit-bnb-eager,stabilityai/stablelm-base-alpha-7b,0.413,0.0317675514221191,31.405,512414.909,6493.191,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoXForCausalLM,2.417,34.37,7
4bit-bnb-fa2,stabilityai/stablelm-base-alpha-7b,0.407,0.0266936321258544,37.414,569369.808,6493.191,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoXForCausalLM,2.091,34.37,7
4bit-awq-gemm-eager,facebook/xglm-4.5B,0.391,0.3668070373535156,2.725,39851.99,3800.976,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,XGLMForCausalLM,23.502,34.31,5
4bit-gptq-exllama-v1-eager,facebook/xglm-4.5B,0.217,0.1900585021972656,5.258,73347.653,3674.352,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,XGLMForCausalLM,12.198,34.31,5
4bit-gptq-exllama-v2-eager,facebook/xglm-4.5B,0.219,0.1899571228027343,5.262,72699.902,3674.352,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,XGLMForCausalLM,12.191,34.31,5
8bit-bnb-eager,facebook/xglm-4.5B,0.143,0.138883071899414,7.254,187099.146,5444.325,pytorch,float16,BnB.8bit,Eager,No Kernel,XGLMForCausalLM,8.843,34.31,5
4bit-bnb-eager,facebook/xglm-4.5B,0.22,0.0794685440063476,12.453,296852.395,3488.843,pytorch,float16,BnB.4bit,Eager,No Kernel,XGLMForCausalLM,5.258,34.31,5
float32-eager,facebook/xglm-4.5B,0.15,0.0459366416931152,21.741,335155.937,18903.143,pytorch,float32,Unquantized,Eager,No Kernel,XGLMForCausalLM,3.047,34.31,5
float16-eager,facebook/xglm-4.5B,0.069,0.0308572158813476,32.323,514500.072,9490.407,pytorch,float16,Unquantized,Eager,No Kernel,XGLMForCausalLM,2.018,34.31,5
bfloat16-eager,facebook/xglm-4.5B,0.058,0.0303360004425048,33.042,537741.998,9490.407,pytorch,bfloat16,Unquantized,Eager,No Kernel,XGLMForCausalLM,1.966,34.31,5
4bit-awq-gemm-eager,EleutherAI/gpt-neo-1.3B,0.132,0.121744384765625,8.19,122833.9,1232.776,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoForCausalLM,7.826,33.58,1
4bit-awq-gemm-fa2,EleutherAI/gpt-neo-1.3B,0.129,0.1192816619873047,8.381,125242.087,1232.775,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoForCausalLM,7.647,33.58,1
8bit-bnb-eager,EleutherAI/gpt-neo-1.3B,0.071,0.0712028121948242,13.966,377487.583,1668.145,pytorch,float16,BnB.8bit,Eager,No Kernel,GPTNeoForCausalLM,4.582,33.58,1
8bit-bnb-fa2,EleutherAI/gpt-neo-1.3B,0.067,0.0674703369140625,14.747,391044.477,1666.097,pytorch,float16,BnB.8bit,FAv2,No Kernel,GPTNeoForCausalLM,4.346,33.58,1
4bit-gptq-exllama-v1-eager,EleutherAI/gpt-neo-1.3B,0.076,0.0633876495361328,15.737,234937.595,1168.468,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoForCausalLM,4.071,33.58,1
4bit-gptq-exllama-v2-eager,EleutherAI/gpt-neo-1.3B,0.076,0.0632831993103027,15.764,234538.365,1168.468,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV2,GPTNeoForCausalLM,4.073,33.58,1
4bit-gptq-exllama-v1-fa2,EleutherAI/gpt-neo-1.3B,0.069,0.0570900497436523,17.504,245620.166,1168.467,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV1,GPTNeoForCausalLM,3.667,33.58,1
4bit-gptq-exllama-v2-fa2,EleutherAI/gpt-neo-1.3B,0.069,0.0570767364501953,17.505,245126.712,1168.467,pytorch,float16,GPTQ.4bit,FAv2,GPTQ.ExllamaV2,GPTNeoForCausalLM,3.668,33.58,1
4bit-bnb-eager,EleutherAI/gpt-neo-1.3B,0.078,0.0440227508544921,22.75,607805.859,1117.748,pytorch,float16,BnB.4bit,Eager,No Kernel,GPTNeoForCausalLM,2.854,33.58,1
4bit-bnb-fa2,EleutherAI/gpt-neo-1.3B,0.067,0.0393809928894043,25.386,647669.73,1117.617,pytorch,float16,BnB.4bit,FAv2,No Kernel,GPTNeoForCausalLM,2.549,33.58,1
float16-eager,EleutherAI/gpt-neo-1.3B,0.027,0.0175513591766357,57.007,1107539.274,2885.485,pytorch,float16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.133,33.58,1
bfloat16-eager,EleutherAI/gpt-neo-1.3B,0.025,0.017555456161499,57.264,1127518.034,2885.485,pytorch,bfloat16,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.125,33.58,1
float32-eager,EleutherAI/gpt-neo-1.3B,0.053,0.0171509761810302,58.068,952935.771,5626.042,pytorch,float32,Unquantized,Eager,No Kernel,GPTNeoForCausalLM,1.137,33.58,1
float16-fa2,EleutherAI/gpt-neo-1.3B,0.021,0.0137256956100463,71.824,1281239.36,2884.409,pytorch,float16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,0.894,33.58,1
bfloat16-fa2,EleutherAI/gpt-neo-1.3B,0.019,0.0137031679153442,72.486,1305524.665,2884.409,pytorch,bfloat16,Unquantized,FAv2,No Kernel,GPTNeoForCausalLM,0.886,33.58,1
4bit-awq-gemm-eager,EleutherAI/polyglot-ko-12.8b,1.065,1.0011002807617186,0.999,13246.426,9220.867,pytorch,float16,AWQ.4bit,Eager,AWQ.GEMM,GPTNeoXForCausalLM,64.139,33.33,13
4bit-awq-gemm-fa2,EleutherAI/polyglot-ko-12.8b,1.052,0.9942149047851564,1.006,13300.619,9220.876,pytorch,float16,AWQ.4bit,FAv2,AWQ.GEMM,GPTNeoXForCausalLM,63.687,33.33,13
4bit-gptq-exllama-v1-eager,EleutherAI/polyglot-ko-12.8b,0.599,0.5377752075195312,1.859,23661.543,8809.108,pytorch,float16,GPTQ.4bit,Eager,GPTQ.ExllamaV1,GPTNeoXForCausalLM,34.48,33.33,13
